htype,region,Project Type,Bedroom(s),Bathroom(s),Swimming Pool,Parking,Toilet(s),Construction Year,Garage,Nb. Rooms,Air-con,Beachfront,Interior Surface New,Land Surface New,Access for Disabled People,Access to rooftop,Air Conditioning,Alarm System,Automated Garage,Balcony,Basement,Carport,Centralized Ventilation System,Close to Bus Stop,Close to Golf Course,Close to Hospital,Close to School,Close to Shops,Cooking Service,Dressing,Electric Generator,Energy Efficiency - High,Fenced,Fire Alarm System,Fireplace,Fitness Room,Freehold Land,Furnished,Garden,Guarded Parking,House Cleaning,Indoor Spa,Internet/Wi-Fi,Laundry Room,Lift,Located in a private morcellement,Located in a residential complex,Located in a senior residence,Mountain View,Office,Recently Refurbished,River View,Sea Access,Sea View,Secured Parking,Security Bars,Sewage System,Solar Panels,Solar Water Heater,Soundproof,TV Room,Tennis Court,Veranda,Watchman,Water Heater,Water Tank,Yard,price
apart,"Roches Noires, North",none,3,2,Common Pool,Yes,2,2013,yes,,3.0,Yes,120.0,,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,"25,000,000"
apart,"Tamarin, West",G+2,3,,Common Pool,,,,no,,,,150.0,,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"13,900,000"
apart,"Haute Rive, North",none,3,1,Common Pool,Yes,2,,no,,,,120.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,"15,000,000"
apart,"Flic en Flac, West",G+2,3,2,Common Pool,Yes,2,2020,yes,,3.0,,108.0,,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,"6,650,000"
apart,"Beau Bassin, Center",none,2,1,,Yes,1,2015,no,,,,90.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"3,500,000"
apart,"Tamarin, West",Smart City,2,1,Common Pool,Yes,1,,no,3,,,87.0,,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,"9,393,000"
apart,"Grand Gaube, North",G+2,4,4,Common Pool,Yes,,2019,no,,,,184.0,,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,"18,500,000"
apart,"Tamarin, West",RES,4,,Private Pool,,,,no,,,Yes,227.0,,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"82,972,500"
apart,"Black River, West",G+2,3,2,Common Pool,,,2018,no,,,,114.0,,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,"10,500,000"
apart,"Tamarin, West",RES,1,,Common Pool,,,,no,,,Yes,78.0,,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,"16,537,000"
apart,"Grand Bay, North",RES,3,3,Common Pool,Yes,,2013,no,,,,125.0,,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,"16,500,000"
apart,"St Jean, Center",none,3,2,,,2,2019,no,,,,157.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"5,990,000"
apart,"Péreybère, North",G+2,1,1,Common Pool,Yes,,,no,,,,70.0,,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,"6,800,000"
apart,"Black River, West",IRS,3,2,Private Pool,,,,no,,,Yes,159.0,,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,"36,083,070"
apart,"Cap Malheureux, North",PDS,1,1,Private Pool,Yes,,2019,no,,,,75.0,,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,"9,567,368"
apart,"Haute Rive, North",G+2,3,2,Common Pool,Yes,2,,yes,,,Yes,130.0,,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,"14,000,000"
apart,"Tamarin, West",RES,3,3,Common Pool,Yes,,,yes,,,,284.0,,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,"25,000,000"
apart,"Grand Bay, North",RES,2,2,Common Pool,Yes,,,no,,,,93.0,,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,"19,508,461"
apart,"Ebène, Center",none,3,2,,Yes,2,,no,,,,110.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"6,000,000"
apart,"Beau Bassin, Center",none,3,1,,,1,,no,8,1.0,,139.4,,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,"2,950,000"
apart,"Flic en Flac, West",G+2,2,1,Common Pool,Yes,,2019,no,,,,50.0,,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,"16,200,000"
apart,"Tamarin, West",RES,3,,Private Pool,,,,no,,,Yes,240.0,,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"60,000,000"
apart,"Black River, West",PDS,3,2,Common Pool,Yes,2,,no,,,,140.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,"23,500,000"
apart,"Mon Choisy, North",RES,2,2,,Yes,2,,yes,,,,137.0,,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,"26,877,794"
apart,"Tamarin, West",Smart City,1,1,Common Pool,Yes,1,,no,2,,,55.0,,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,no,"6,388,250"
apart,"Beau Champ, East",IRS,2,2,,Yes,3,,no,4,,,187.0,,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,"39,673,800"
apart,"Black River, West",PDS,3,3,Common Pool,Yes,3,,no,4,,Yes,202.0,,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,"32,000,000"
apart,"Balaclava, North",RES,3,3,Common Pool,Yes,4,,no,4,3.0,,200.0,,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,"21,900,000"
apart,"Tamarin, West",RES,3,2,Common Pool,Yes,3,2018,no,4,,Yes,136.0,,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,"28,665,000"
apart,"Haute Rive, North",G+2,3,2,Common Pool,Yes,2,,yes,,,,98.0,,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,"13,500,000"
apart,"Cascavelle, West",PDS,1,1,Common Pool,Yes,1,,no,2,,,68.0,,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,"4,950,000"
apart,"Pointe aux Canonniers, North",G+2,3,3,Common Pool,Yes,3,,no,,3.0,,178.0,,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,"13,400,000"
apart,"Black River, West",G+2,3,3,,Yes,4,,no,4,,Yes,218.0,,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,"31,600,000"
apart,"Tamarin, West",PDS,2,2,,Yes,3,,no,3,,,103.0,,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,"24,030,270"
apart,"Flic en Flac, West",none,5,2,,Yes,1,,no,,,,188.0,,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"6,000,000"
apart,"Tamarin, West",G+2,3,2,,Yes,,,yes,,,,156.0,,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,"13,500,000"
apart,"Mon Choisy, North",RES,3,3,Common Pool,Yes,4,2016,no,6,,,149.0,,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,"19,900,000"
apart,"Beau Bassin, Center",none,3,2,,Yes,,,no,,,,120.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,"4,950,000"
apart,"Black River, West",RES,4,,Private Pool,,,,no,,,,800.0,,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,"157,500,000"
apart,"Tamarin, West",G+2,3,2,Common Pool,Yes,2,2018,no,,,,135.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,"8,500,000"
apart,"Cap Malheureux, North",PDS,1,1,Common Pool,Yes,1,,yes,,,,75.0,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,"9,567,368"
apart,"Grand Bay, North",none,3,3,Common Pool,,3,,no,,,,151.7,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"5,000,000"
apart,"Pointe aux Canonniers, North",Residential Project,3,3,Common Pool,Yes,3,,no,4,,,154.0,,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,yes,no,"12,000,000"
apart,"Flic en Flac, West",none,3,2,Common Pool,,,,no,,,Yes,130.0,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"15,000,000"
apart,"Rose Hill, Center",none,5,2,,,2,,no,,,,297.3,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"4,700,000"
apart,"Flic en Flac, West",none,3,2,Common Pool,,,,no,,,Yes,160.0,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"16,000,000"
apart,"Péreybère, North",G+2,2,2,Common Pool,Yes,,,no,,,,121.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,"10,050,000"
apart,"La Mivoie, West",G+2,3,2,Common Pool,Yes,,,no,,,,114.0,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,"9,000,000"
apart,"Grand Bay, North",RES,2,2,Common Pool,Yes,2,2011,no,,,,60.0,,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"12,000,000"
apart,"Tamarin, West",RES,2,2,,Yes,,,no,7,,Yes,177.0,,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,"25,500,000"
apart,"Pointe aux Canonniers, North",G+2,2,2,Common Pool,,,,no,,,,131.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"11,200,000"
apart,"Flic en Flac, West",G+2,3,2,Common Pool,Yes,,,no,,,,138.0,,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"13,500,000"
apart,"Péreybère, North",none,2,1,Private Pool,Yes,1,2019,no,,,,99.0,,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"9,900,000"
apart,"Grand Bay, North",RES,3,3,Common Pool,Yes,,2018,no,,,Yes,280.0,,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,"80,000,000"
apart,"Tamarin, West",RES,4,4,Private Pool,Yes,,2019,no,,4.0,Yes,227.0,,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,yes,no,"72,338,787"
apart,"Curepipe, Center",none,2,1,,,1,,no,6,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"3,500,000"
apart,"Grand Gaube, North",G+2,4,3,Common Pool,Yes,,,no,,4.0,,137.0,,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,"18,500,000"
apart,"Haute Rive, North",IRS,3,2,,,,,yes,,,,160.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"12,500,000"
apart,"Péreybère, North",PDS,2,2,Common Pool,,,,no,,,,74.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,"16,919,000"
apart,"Péreybère, North",G+2,3,2,Common Pool,,,,no,,,,141.0,,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,"7,500,000"
apart,"Grand Gaube, North",none,2,1,,Yes,,,yes,,,,75.0,,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"3,500,000"
apart,"Grand Bay, North",G+2,3,3,,Yes,,,no,,,Yes,130.0,,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,"19,500,000"
apart,"Flic en Flac, West",none,2,2,Common Pool,Yes,,,no,,,Yes,80.0,,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,"13,200,000"
apart,"Pointe aux Canonniers, North",G+2,2,2,Common Pool,,3,,no,,,,131.0,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,"10,200,000"
apart,"Grand Bay, North",RES,3,3,Common Pool,Yes,3,2013,no,,,,125.0,,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,"17,000,000"
apart,"Albion, West",none,2,1,Common Pool,,1,2010,no,,2.0,,100.0,,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,"2,800,000"
apart,"Pointe aux Piments, North",none,3,2,Common Pool,Yes,2,2021,yes,,,Yes,136.0,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,"22,357,700"
apart,"Beau Bassin, Center",none,3,1,,Yes,1,,no,,,,100.0,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"2,700,000"
apart,"Floréal, Center",G+2,3,2,,Yes,2,1999,no,,,,224.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"11,500,000"
apart,"Cap Malheureux, North",PDS,2,,Common Pool,,,,no,,,,97.0,,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,"13,467,075"
apart,"Pointe aux Canonniers, North",G+2,3,3,Private Pool,,,,no,,,,,,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,"15,526,417"
apart,"Cap Malheureux, North",G+2,1,1,Common Pool,Yes,,,no,,,,75.0,,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,Price N/D
apart,"Trou d'Eau Douce, East",none,3,2,,Yes,2,,no,6,3.0,Yes,150.0,,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,"20,000,000"
apart,"Grand Bay, North",none,3,2,Common Pool,Yes,,,no,,,Yes,160.0,,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,"17,000,000"
apart,"Beau Champ, East",IRS,3,3,Private Pool,,3,,no,,3.0,Yes,215.0,,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,"29,140,460"
apart,"Sodnac, Center",none,3,2,Common Pool,,2,,no,,,,139.4,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"7,500,000"
apart,"Péreybère, North",none,3,3,Common Pool,Yes,4,,no,,,,214.0,,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,"16,500,000"
apart,"Beau Bassin, Center",none,3,2,,Yes,,,no,5,,,99.0,,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,"5,200,000"
apart,"Grand Bay, North",none,3,2,Common Pool,Yes,3,2013,no,,,,180.0,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,"7,000,000"
apart,"Pointe d'Esny, South",PDS,3,,Common Pool,Yes,,,no,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"6,900,000"
