htype,region,Project Type,Bedroom(s),Bathroom(s),Swimming Pool,Parking,Toilet(s),Construction Year,Garage,Nb. Rooms,Air-con,Beachfront,Interior Surface New,Land Surface New,Access for Disabled People,Access to rooftop,Air Conditioning,Alarm System,Automated Garage,Balcony,Basement,Carport,Centralized Ventilation System,Close to Bus Stop,Close to Golf Course,Close to Hospital,Close to School,Close to Shops,Cooking Service,Dressing,Electric Generator,Energy Efficiency - High,Fenced,Fire Alarm System,Fireplace,Fitness Room,Freehold Land,Furnished,Garden,Guarded Parking,House Cleaning,Indoor Spa,Internet/Wi-Fi,Laundry Room,Lift,Located in a private morcellement,Located in a residential complex,Located in a senior residence,Mountain View,Office,Recently Refurbished,River View,Sea Access,Sea View,Secured Parking,Security Bars,Sewage System,Solar Panels,Solar Water Heater,Soundproof,TV Room,Tennis Court,Veranda,Watchman,Water Heater,Water Tank,Yard,price
villa,"Quatre Bornes, Center",none,6,3,,,,,no,,,,325.0,246.0,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,"6,200,000"
villa,"Floréal, Center",none,4,2,Private Pool,,,,no,,,,557.0,1899.0,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"30,000,000"
villa,"Albion, West",none,3,3,Private Pool,,3,2012,no,5,3.0,,215.0,502.0,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,"10,500,000"
villa,"Floréal, Center",none,5,2,,,,,no,,,,210.0,451.0,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,"9,800,000"
villa,"Albion, West",none,4,2,,,1,,yes,6,3.0,,228.0,253.0,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,"7,800,000"
villa,"Beau Bassin, Center",none,3,3,,,3,,no,,,,232.0,380.0,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"7,100,000"
villa,"Quatre Bornes, Center",none,5,2,,,2,,yes,,,,278.0,541.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"10,000,000"
villa,"Quatre Bornes, Center",none,7,6,,,,,no,,,,371.0,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"7,500,000"
villa,"Albion, West",none,4,3,,,3,,no,6,,,192.0,487.0,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,"7,950,000"
villa,"Grand River South East, East",none,4,4,,,,,yes,,,,204.0,295.0,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,"8,500,000"
villa,"Floréal, Center",none,5,1,,Yes,1,,yes,,,,250.0,1181.9,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,"16,000,000"
villa,"Floréal, Center",none,4,3,,,,,no,,,,500.0,2127.0,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,"28,000,000"
villa,"Quatre Bornes, Center",none,3,1,,Yes,1,,yes,,,,185.0,378.0,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,"9,900,000"
villa," Tamarin, West",none,5,4,Private Pool,,4,,yes,,,,213.0,519.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"9,500,000"
villa,"Petite Rivière Noire, West",PDS,3,4,Private Pool,,5,2021,no,6,,,325.0,600.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"41,400,000"
villa,"Floréal, Center",none,4,2,,,,,yes,,,,300.0,2965.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"21,000,000"
villa,"Quatre Bornes, Center",none,4,4,,,3,,yes,,,,278.0,469.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"6,900,000"
villa,"La Gaulette, West",none,3,2,,,,,no,,,,354.0,295.0,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,"6,500,000"
villa,"Tamarin, West",none,4,3,Private Pool,Yes,3,2013,no,8,,,377.0,1352.0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,"24,000,000"
villa,"Roches Brunes, Center",none,4,2,,Yes,2,,no,,,,185.8,380.0,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,"4,800,000"
villa,"Albion, West",none,3,3,Private Pool,Yes,3,,no,5,3.0,,,,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,"8,500,000"
villa,"Calodyne, North",none,5,3,Private Pool,,4,,yes,,,,475.0,3377.0,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,Price N/D
villa,"Rose Hill, Center",none,4,2,,Yes,2,2005,no,11,,,255.5,239.4,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,"4,500,000"
villa,"Beau Bassin, Center",none,6,2,,,2,,no,,,,257.0,545.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"7,200,000"
villa,"Curepipe, Center",none,5,2,,,,,yes,,,,230.0,970.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,"9,800,000"
villa,"Flic en Flac, West",none,4,3,Private Pool,,3,,no,11,,,280.0,379.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"10,000,000"
villa,"Coromandel, Center",none,4,2,,,2,,yes,,,,278.0,322.0,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,"7,500,000"
villa,"La Gaulette, West",none,4,,Private Pool,,,,no,,,,420.0,600.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"16,900,000"
villa,"Beau Champ, East",IRS,5,5,Private Pool,,,,no,,,,510.0,2003.0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"112,544,800"
villa,"Tamarin, West",none,4,,Private Pool,,,,yes,,,,300.0,850.0,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"17,000,000"
villa,"Beau Champ, East",IRS,5,5,Private Pool,,,,no,,,,510.0,2003.0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"149,500,000"
villa,"Black River, West",none,4,,Private Pool,,,,no,,,,256.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"19,500,000"
villa,"Quatre Bornes, Center",none,4,2,,,2,1972,yes,,,,185.0,1042.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"12,000,000"
villa,"Curepipe, Center",none,3,3,Private Pool,,,,yes,,,,700.0,2152.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"25,000,000"
villa,"Floréal, Center",none,3,2,,,,,yes,,,,325.0,3418.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"35,000,000"
villa,"Grand Bay, North",none,3,4,Private Pool,Yes,4,,no,5,4.0,,167.2,292.6,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,"7,900,000"
villa,"Pointe aux Sables, West",none,4,3,Private Pool,Yes,6,,yes,,,,337.0,552.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"8,800,000"
villa,"Tamarin, West",none,3,2,Private Pool,,2,2001,no,,,,167.2,228.0,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,"6,500,000"
villa," Black River, West",none,3,2,Private Pool,Yes,2,,yes,,,,232.0,863.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"13,500,000"
villa,"Rose Hill, Center",none,4,2,,Yes,2,2006,no,,,,255.5,239.4,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,"4,400,000"
villa,"Calodyne, North",none,4,4,Private Pool,,,,no,,,,372.0,758.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,"12,000,000"
villa,"Curepipe, Center",none,4,2,,,,,yes,,,,300.0,2889.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,"18,000,000"
villa,"Bain Boeuf, North",none,9,5,Private Pool,,,,no,,,,250.0,654.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"15,000,000"
villa," Vacoas, Center",none,9,3,,,3,,yes,,,,441.0,569.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"9,000,000"
villa,"Tamarin, West",PDS,4,4,Private Pool,Yes,5,,yes,,,,432.0,2044.0,no,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,"75,330,000"
villa,"Tombeau Bay, North",none,3,4,Private Pool,,4,2015,yes,,3.0,,278.7,1151.4,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,"13,500,000"
villa,"Pointe d'Esny, South",none,3,2,Private Pool,,,,yes,,,,350.0,1772.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"23,000,000"
villa,"Black River, West",none,5,5,Private Pool,,5,,no,,,,600.0,1477.0,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,"29,500,000"
villa,"Moka, Center",none,4,3,,Yes,3,2016,yes,,4.0,,305.0,380.0,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,yes,"10,980,000"
villa,"Calodyne, North",none,4,3,Private Pool,,,,yes,,,,800.0,2110.0,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,"15,000,000"
villa,"Beau Bassin, Center",none,4,2,,Yes,3,1970,no,,,,296.0,1330.0,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,"29,900,000"
villa,"Petite Rivière Noire, West",PDS,4,4,Private Pool,,4,2021,no,10,,,414.0,800.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"43,800,000"
villa,"Péreybère, North",none,3,2,Private Pool,Yes,2,,no,,4.0,,178.0,,no,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,"10,500,000"
villa,"Flic en Flac, West",none,6,2,,Yes,2,2009,no,,,,371.0,375.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"9,000,000"
villa,"Floréal, Center",none,4,2,,,,,no,,,,140.0,378.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"8,300,000"
villa," Sorèze, North",none,4,2,,Yes,2,,no,,,,362.0,431.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"9,800,000"
villa,"Tombeau Bay, North",none,4,3,Private Pool,,,,no,,,,215.0,1519.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"12,500,000"
villa,"Flic en Flac, West",none,2,2,Private Pool,,2,2021,no,4,,,151.0,567.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"17,200,000"
villa,"Riambel, South",none,4,2,,,,,no,,,,139.0,6330.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"40,000,000"
villa,"Pointe aux Piments, North",none,7,4,,,,,no,,,,418.0,633.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,"7,500,000"
villa,"Calodyne, North",none,3,3,Private Pool,,,,no,,,,418.0,3800.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,"20,000,000"
villa,"Rose Hill, Center",none,3,2,,,1,,no,,,,185.0,436.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,"6,500,000"
villa,"Port Louis, North",none,7,2,,,2,,no,,,,334.0,292.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"7,500,000"
villa,"Flic en Flac, West",none,4,,Private Pool,,,,no,,,,220.0,410.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"12,000,000"
villa,"Quatre Bornes, Center",none,7,2,,,2,2009,no,13,,,381.0,,no,no,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"7,800,000"
villa,"Quatre Bornes, Center",none,4,4,,Yes,4,,yes,,,,280.0,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"13,000,000"
villa,"Phoenix, Center",none,9,6,Private Pool,,6,,no,,,,670.0,1015.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"15,000,000"
villa,"Black River, West",none,3,2,Private Pool,,2,,no,,,,278.0,1591.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,"32,000,000"
villa,"Albion, West",none,4,2,Private Pool,,2,,no,,,,170.0,645.0,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,"8,000,000"
villa,"Mahébourg, South",none,3,1,,,1,2006,no,6,,,183.0,213.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"3,500,000"
villa,"Albion, West",none,4,3,,Yes,3,,yes,,,,418.0,341.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"7,900,000"
villa,"Flic en Flac, West",none,3,1,,Yes,2,,no,,,,157.0,342.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"6,800,000"
villa,"Blue Bay, South",none,3,2,Private Pool,,,,no,,,,300.0,759.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"15,000,000"
villa,"Moka, Center",none,4,2,,,3,2010,yes,,,,350.0,950.0,no,no,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,"23,800,000"
villa,"Floréal, Center",none,3,2,,,,,no,,,,450.0,4400.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,"35,000,000"
villa,"Rose Hill, Center",none,6,4,,,4,,yes,,,,306.0,322.0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"6,400,000"
villa,"Grand Bay, North",none,3,3,Private Pool,Yes,4,2019,no,,,,,422.1,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,"11,000,000"
villa,"Floréal, Center",none,3,2,,,3,2006,yes,,,,230.0,532.0,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,"11,000,000"
villa,"Roches Brunes, Center",none,5,2,,Yes,2,,yes,,2.0,,278.7,277.4,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,"5,500,000"
villa,"Sodnac, Center",none,3,2,,,2,2018,no,,,,511.0,342.0,no,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,"11,800,000"
villa,"Péreybère, North",none,3,4,Private Pool,Yes,4,2020,no,,,,300.0,350.0,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,"7,500,000"
villa,"Mon Loisir, North",none,2,2,Private Pool,Yes,2,,no,,,,300.0,1182.0,no,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,yes,"8,000,000"
villa,"Péreybère, North",none,3,2,,Yes,2,,no,,,,140.0,380.0,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,"4,500,000"
villa,"Balaclava, North",none,3,2,Private Pool,Yes,2,,yes,,,,204.0,1051.0,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,"10,500,000"
